From Account,To Account,Amount
121767,159148,915
415348,459614,485
588667,739399,258
711267,391157,805
132336,942834,986
924791,961982,645
685524,577654,503
1051615,490548,432
1048410,833391,309
879827,471340,24
170348,621099,53
277334,774537,482
1044491,954426,393
397427,320018,434
1014180,1073577,474
161736,168246,773
861898,1001069,335
511621,529933,994
686019,438832,607
198571,431206,470
259089,787393,730
533700,1016160,400
1010334,793703,316
262982,407474,597
463430,441289,901
661227,120844,518
965594,1033326,709
751666,996743,269
872849,810645,891
405569,904196,588
747860,584013,951
587765,563181,160
886159,329388,672
287940,890372,47
997610,234683,512
313474,202858,380
902317,857325,792
347515,832009,375
263260,956372,906
804953,267086,174
1044952,373644,286
782243,762020,262
1086611,100130,342
354240,331921,585
307864,187373,994
200958,1095215,675
212106,1098638,734
920164,367903,847
657605,155239,582
366332,192618,832
630417,917228,70
967640,164092,907
235737,708576,326
196495,401319,501
405687,153065,391
704047,307211,461
267244,385415,931
887511,421736,849
152840,461274,965
486144,1052785,677
360838,453947,216
246574,377298,487
678141,458794,964
251390,1056222,73
677783,247871,349
656537,153283,282
378682,216039,894
265595,886452,808
525131,317983,535
134292,977926,330
1022009,726065,581
846976,961545,801
292865,432683,169
370433,481519,385
108172,741640,292
393938,959504,214
436449,993174,95
292340,242122,603
945736,520506,827
1096779,600477,128
524309,570163,449
477606,817973,349
801861,997358,108
589530,874189,664
197528,413459,591
707389,953045,491
157835,176728,78
282210,742859,502
594867,356742,466
330493,256302,800
603216,1095490,734
102388,836856,245
363791,866677,258
835541,977556,577
602468,511995,356
718193,514283,62
1003307,767969,615
917392,304582,548
147381,957287,220
407815,558879,735
723126,369604,826
266974,672546,615
1097271,1070314,627
935438,658226,747
823041,541321,676
996486,509882,981
1094436,203898,489
416199,707218,308
547027,122033,875
519923,833869,347
655658,315208,293
756344,285627,278
445288,353099,243
814561,743707,204
890731,752211,277
880752,509732,436
268795,746584,506
756906,353816,838
680550,742610,540
708315,508864,370
352391,745538,460
563129,838409,445
515324,811396,312
274249,1060712,115
1048213,767871,892
156755,814580,142
541013,420893,349
664393,595870,162
985399,403855,924
775301,586745,176
529449,953687,337
299236,116597,921
763612,486423,328
289269,752135,47
765026,127579,536
212160,389269,56
1077699,728289,571
644945,364401,66
107943,948051,992
349147,827300,591
874394,582585,736
1013206,555942,692
709949,890197,384
1025833,310662,701
860072,779245,373
638599,257735,970
923343,896566,863
171667,338381,70
462637,298921,186
944627,123163,565
1009109,438321,28
978645,258036,111
1019732,353782,304
840489,381734,651
881049,370490,978
139452,817742,738
245382,557333,704
531522,735008,216
599964,304684,190
769089,282053,673
335527,896261,112
289363,577673,340
206496,1065748,920
1030925,868548,522
456614,444118,163
654070,513570,645
389383,925919,791
304466,251326,158
1081461,855855,43
130620,390655,755
1031841,469679,665
869067,754512,828
921569,1004716,755
193209,244800,722
291596,485245,825
456472,1075147,407
747651,742741,348
778868,999334,718
978172,962995,409
1028033,986837,956
857499,119940,864
956466,1027978,668
921379,321106,82
954126,575221,407
327110,561822,421
633127,584944,850
146930,691842,973
764744,459509,860
659022,882547,170
400832,318339,31
169222,121860,556
369046,211114,755
337575,564221,997
524439,633826,16
187174,742904,193
1067647,321495,534
431106,1018235,727
229820,296991,369
1023473,630804,612
495744,1036921,442
864194,436784,318
113828,619280,369
843166,593002,68
1088146,832549,518
1031316,327940,864
1022777,581894,936
663779,647196,647
1019459,389267,635
653347,540990,434
675206,619811,446
805759,719526,828
646646,565702,659
115889,934243,612
964677,340112,636
161372,865232,826
1072320,309197,803
312393,196662,356
427087,584660,417
1020181,282616,837
817001,1060137,946
590680,627541,97
673256,993736,649
430814,107008,351
810821,865241,339
453284,151925,159
837548,140207,655
285961,101601,159
761973,532539,612
555420,767235,485
354914,371883,879
1045677,560403,715
543430,827985,702
910166,478240,546
667940,735954,133
578089,634976,634
159020,142892,105
120800,204351,771
336752,1005030,987
842255,905933,955
895396,189805,524
211894,864932,360
1021591,960875,972
185316,956332,241
1085164,301294,855
243674,539203,923
966599,781211,392
507084,478920,128
385001,479496,66
853961,916027,670
434238,765182,133
481292,765686,427
1018588,497783,931
990033,712695,965
216406,732189,297
665136,734141,275
176648,867424,616
258632,1010601,659
286320,374429,97
794771,181354,132
282603,712123,339
1087071,1027498,224
763718,279728,695
481797,448571,754
533408,751251,80
695454,643513,260
115289,553582,743
763663,860973,732
792662,276083,583
804849,276183,856
157372,356875,491
129243,778924,288
217528,273379,489
1032423,220740,905
856963,427114,479
152311,677599,963
1035234,219993,722
338690,478240,323
280724,511062,564
940800,143318,122
277571,441460,950
649842,326761,745
438416,617753,844
777764,213465,192
874076,542185,11
441124,800149,465
848230,343277,187
286152,490518,829
256732,614025,591
230976,710100,276
123325,792087,110
925713,924399,668
313182,459619,600
548536,541996,894
446147,512795,433
780807,409894,569
930889,728523,466
382468,538810,677
1095263,1081362,836
279900,228590,377
111308,140037,291
616946,906313,516
926008,881633,201
668883,591447,201
772219,749187,981
916129,844889,915
321960,556043,265
479108,1080669,877
913425,855889,414
514518,705782,671
334344,541549,143
114627,751829,207
997707,789723,767
868592,390075,238
133665,972945,478
624425,964350,543
181222,755534,92
989886,326506,953
602676,863652,725
609011,144296,195
862589,148385,352
834424,501874,710
543279,507978,856
832207,333324,62
714378,569535,955
717971,366341,730
829814,362073,129
825598,283248,130
667711,839749,759
668149,317852,139
220881,194154,1000
753756,357629,163
996489,998190,172
167887,979601,445
752832,664531,930
217027,174440,682
136873,476311,767
730194,148767,111
150431,102394,243
477526,358592,126
175351,978276,776
166402,266241,437
386496,292236,594
918498,506082,549
800445,291018,186
501167,306413,569
696396,831635,311
548390,794431,207
264245,137775,852
874891,441140,77
848029,680941,906
640956,986191,797
452199,304692,669
776092,211648,79
934372,551457,347
917593,1032157,15
825641,117468,825
960346,794033,749
1059257,257940,560
462711,1062967,61
524220,746380,549
560349,797085,713
1000268,382370,719
546970,951736,30
190345,289978,59
402165,640811,744
648240,164751,590
579768,279931,735
1095230,318635,823
869093,820179,943
957703,352676,147
701626,1002534,468
751376,793374,206
706673,579133,296
313558,735071,904
441511,463193,201
1000597,202573,332
900891,1039996,613
202478,856523,304
277097,1022778,347
573125,748762,602
681141,788141,872
261372,1036790,42
277615,1015911,49
998102,994766,800
175065,565241,477
317045,317641,373
205754,227455,826
311994,116676,472
1091772,689900,856
466922,1025274,913
587197,257557,547
285950,564014,234
471400,601272,276
961068,971364,708
530532,700922,810
506504,681142,297
275664,587027,784
674084,707520,670
651837,423150,575
751734,737165,331
1052038,258161,727
230906,1052085,857
776188,247723,392
738199,878473,862
929744,254566,89
911912,419090,742
486688,270485,549
125263,1038064,289
286048,937443,407
376354,691172,770
336380,521034,889
456147,558490,435
364395,161171,431
721132,879786,540
137049,455435,977
200005,379578,37
1033049,845978,551
966785,439917,674
482880,269069,646
650486,388998,223
1067875,711922,149
108515,598581,311
909980,885094,918
940159,1024245,648
788930,656170,339
425292,166623,157
100164,897375,599
212483,216493,762
1080139,747589,944
691128,389778,242
123742,925850,287
857868,912519,277
544289,599283,260
214165,496280,750
288935,535593,840
342856,845043,946
846602,449463,693
263249,764113,33
446360,953395,776
842855,300926,320
1070827,855262,888
570630,423242,570
175276,172939,363
749402,725115,569
567703,485600,713
924939,613877,226
380933,370584,676
554802,183686,379
970569,436190,276
995426,276538,279
181109,643618,793
128987,490027,270
368891,973950,106
169986,1069811,65
731296,265352,700
1098108,405933,434
600343,646190,612
454409,306813,310
494790,884995,528
423542,800620,44
1090899,1067580,359
830089,1010417,654
919591,902686,96
608638,1008615,244
845409,822552,266
848692,686457,355
677641,733949,275
919071,250599,772
730636,819566,280
1067884,652680,446
698268,825423,62
704792,1083460,842
936870,414122,905
175795,129963,910
533573,721818,737
670359,133769,704
553765,288017,784
925557,647619,700
1075391,684841,316
1091223,828988,633
617686,886529,811
312693,720411,578
288037,855068,158
1000996,430401,11
979889,211278,528
791714,261598,542
912982,546709,767
326386,272036,15
509012,1080769,393
124735,622506,189
774264,156803,771
896988,879165,223
926675,195190,728
820530,512201,154
623781,448788,225
912646,515574,675
735988,831321,283
640434,198342,97
762732,242500,90
386841,533873,851
665665,946757,281
171544,258275,412
460407,647492,513
1016544,215054,814
1086014,409154,995
325832,862128,29
819730,969873,381
913925,363153,549
233282,813154,771
522948,355264,481
604372,523483,173
543666,260456,149
146346,673152,537
448150,270141,550
547166,450583,212
636430,869587,423
231217,256284,516
215264,149540,174
791432,611561,899
900187,139364,390
1087779,1096798,830
809545,621011,731
551012,547705,590
190769,768174,901
265400,174509,230
879823,866502,969
769187,254041,806
1099618,831939,879
758597,999348,980
131692,663528,457
823837,438169,831
129906,806302,55
690838,427578,531
962030,335310,359
617525,778543,542
521337,694440,846
266336,150819,637
837727,612231,798
149792,1012622,567
1019872,461982,153
390874,242639,659
574421,355032,15
1008206,629834,243
223357,1074840,660
679283,1064470,997
269728,391564,459
396778,319021,36
410196,720237,705
168678,533286,445
1059926,679087,771
322117,454882,158
302131,274042,866
358769,935169,389
791492,976867,716
609880,264451,965
771570,282122,922
174061,722079,698
394556,437012,636
630574,934921,176
454348,344345,56
220736,341028,363
332989,382990,179
641960,973079,879
407269,895737,548
964086,888007,882
344907,614581,805
555426,1091884,202
827681,220125,95
1077494,576264,341
1094037,139356,543
1076539,759724,472
622629,473340,73
1007000,110228,819
382917,166519,291
538235,242641,705
845045,824982,276
324187,708479,249
595376,1042419,713
389078,651067,507
939571,610587,202
300284,412518,461
241954,111341,49
713814,686554,442
692088,452594,267
524971,153383,486
496204,146567,791
1085662,207164,417
389082,1010014,292
925279,312646,52
907285,368031,375
683280,793023,111
835265,648387,20
919441,113062,712
177154,134689,336
249112,895964,548
1079086,246478,904
620558,692137,596
367052,111428,276
319754,333718,418
1035090,1004859,67
787757,709486,329
126661,843610,202
332463,974599,238
357967,997816,60
195688,204397,61
330415,734345,790
1038503,267598,142
371159,692527,550
829712,780600,505
603169,618334,914
1060334,237406,833
190182,208362,748
872736,1066969,453
507230,181705,633
778057,925101,405
187941,914136,943
146363,1061323,413
507132,292715,474
496130,1062656,145
1014245,890165,611
297145,463135,649
183158,902675,112
828759,742104,317
504957,528590,916
485988,589365,274
900951,466192,483
643578,724356,207
977418,424362,276
584201,511708,257
222988,153832,372
946106,312842,129
103625,139212,481
790066,506448,419
610956,497326,295
779336,149499,677
1037595,890077,439
369080,183766,209
524079,265530,705
1027164,1040794,70
1073117,721775,83
605116,303037,573
814416,1029242,796
313982,879473,32
865385,148005,726
975422,188347,512
770152,722030,497
702889,315193,676
568310,761848,969
1051471,344042,389
587121,161338,928
528978,238379,689
592720,433051,441
908840,825831,707
581884,242012,639
1089166,727216,851
692476,366982,201
968613,1071182,497
1096088,828548,630
598170,176681,251
107700,674391,602
557972,753052,298
327335,774155,504
1081917,597924,845
487042,337309,853
791791,950890,978
126470,1091204,52
887953,833956,22
709572,961527,705
468721,261642,628
491297,933110,737
637672,968084,89
413892,520034,38
943501,704521,501
162649,582643,402
960401,556496,104
631545,106841,147
304961,656840,927
418779,742794,388
1058178,387479,807
720806,490141,834
758865,907711,842
677447,588769,909
488024,953689,288
617046,144732,342
588568,865304,71
156737,301414,395
683266,828706,792
720442,761718,68
584384,266668,878
1073312,227884,362
466820,469609,167
331560,919907,624
967195,1099621,234
129785,369882,80
681568,464191,610
1058809,133561,389
225298,535097,791
229903,857350,521
489880,347743,877
855814,398163,94
325569,1021639,697
632737,1057001,553
776022,109206,589
213127,1035476,622
739501,355352,572
250072,160820,292
613045,319575,512
306577,968208,251
1077398,168124,119
1040659,298888,615
356065,623974,123
643059,1026516,36
601391,363526,69
805465,576139,983
656865,302567,935
808372,245509,187
228212,573487,689
960803,1040541,854
538686,792907,556
412979,868652,128
512866,389323,641
412236,522034,334
182276,307998,754
560227,428762,506
663305,624499,924
603742,629889,162
1091374,216888,963
105514,1010606,988
941253,1089464,822
892802,1087139,87
993958,947206,358
442718,602747,929
217556,818759,260
528075,438527,881
686834,219580,927
698916,637968,314
214346,342822,910
304360,106794,41
643124,974754,214
655470,264344,306
280808,232402,983
467756,495316,492
646736,365760,193
1058455,415465,708
360339,381948,170
355268,928036,311
158265,924592,898
936997,1072801,246
670312,990503,104
563901,239597,583
603726,214982,359
617507,658610,101
1055157,1044136,297
824247,849346,749
670373,276582,269
331169,306566,774
966282,953090,492
575602,278765,485
658739,1025771,642
293009,429190,431
1057334,898915,749
751484,544197,493
358474,343415,275
756039,883006,662
1039509,926023,608
679612,172197,24
539273,253220,469
194966,506339,28
266191,516272,719
512230,404224,884
778075,878670,78
214475,673533,467
944740,614344,80
856515,145690,746
767454,779074,781
199119,402599,425
118699,1070428,357
992228,942426,221
